Parental Level,Game Title,File Offset,PlayStation PRO Support,Current Version,Instant Download,Package Size,PlayStation VR,Piece,SHA1 Hash,Title ID,Play Together
5,Let's Sing 2017,0,Yes,1.05,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05098_00/5/f_000f85091ae6829ea5ea93bc9573d7ee3559033841e544343479000abc8c37ba/f/EP4062-CUSA05098_00-VGKMLETSSING2017-A0105-V0100.pkg,898MB,No,0,1d8b40e9ff8443c55b6becb514dc7c7ede9b5814,CUSA05098_00,
5,Worlds of Magic: Planar Conquest,0,No,1.01,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05103_00/1/f_9ac59ca7e762ec4073ec00b3be9077d183aece45810c552c6db5436626aeed66/f/UP4370-CUSA05103_00-WORLDSOFMAGICUSA-A0101-V0100.pkg,1015.1MB,No,0,60adcea0cfb00836a58147ee4c3309cb5f65515b,CUSA05103_00,
9,Kill The Bad Guy,0,No,1.01,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05109_00/2/f_7f3c332308e98a84ec226ee1ceae97e74e1c0de7c6094659913c5dc57e22764f/f/UP1309-CUSA05109_00-KILLTHEBADGUYEXK-A0101-V0101.pkg,753.1MB,No,0,ca9c2193dd693ae4b3dafc70511ce522e2a0327f,CUSA05109_00,
5,Pharaonic,0,No,1.03,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05113_00/5/f_00303d5140263479eb534b8313762f1292000b65e7a5e6a0c79b7d163e82134d/f/UP0903-CUSA05113_00-PHAUSDIGITAL0001-A0103-V0102.pkg,786.9MB,No,0,1864073809d57477cfbd704db12be5465021ac5c,CUSA05113_00,
4,Plague Inc: Evolved,0,No,1.05,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05119_00/10/f_bfbfb6c248a0f52113601f491af9ca950e843e03ec297dbecbc335f53bb1dce5/f/UP1971-CUSA05119_00-1603060705021808-A0105-V0100.pkg,556.6MB,No,0,615e620de410dacfb48576238a63b55a54e08efd,CUSA05119_00,
2,Grow Up,0,No,1.01,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05124_00/1/f_d7432ab5b9253be8f2caf1fdad84744ea2a088981e8c558d86186aa8a5dfdf2d/f/EP0001-CUSA05124_00-GROWUPPS4SCEE000-A0101-V0100.pkg,306.4MB,No,0,d8f770f1118507af7b76657afd0f8cfc257d0694,CUSA05124_00,
9,YAKUZA 0,0,No,1.05,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05133_00/5/f_b2ed2c3f19c032f1a96138ce31db86134bf9d93f2268bb05a4bb8f24bd8d99c8/f/EP0177-CUSA05133_00-YAKUZA0EUROPE000-A0105-V0100.pkg,319.4MB,No,0,5623271329239e0bdce91c697f963c92b798d14e,CUSA05133_00,
5,CHAOS CODE -NEW SIGN OF CATASTROPHE-,0,Yes,1.03,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05134_00/4/f_c706d16a90004c6a54d84b5491a668064cbd077fd5b511e6ac94e39ac91abec3/f/JP0036-CUSA05134_00-CHAOSCODE0000001-A0103-V0100.pkg,650.8MB,No,0,7b3192b94473a32ed65435fbcb11f5550adb0101,CUSA05134_00,
3,Absolute Drift,0,No,1.02,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05140_00/2/f_432f335c6f9c725c402adfec4597c104ad0c90b12e666028ad850e352e384417/f/EP2127-CUSA05140_00-ABSOLUTEDRIFTPS4-A0102-V0100.pkg,229.3MB,No,0,938d1526bc7aa940d6346dee99b338ddd9d1b784,CUSA05140_00,
7,There Came an Echo,0,No,1.06,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05141_00/10/f_dd937abf4105b4ed4420b70b1bb7270a6f4f2d244a643be296a644fabaa6c90a/f/EP0364-CUSA05141_00-THERECAMEANECHO0-A0106-V0101.pkg,1.4GB,No,0,7571421dccc7bb07efa37381ac216bd53ac85fc0,CUSA05141_00,
3,Absolute Drift,0,No,1.02,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05148_00/2/f_0880c3053d260b9a3770ca1031522a505eea653c1fbc5174178b6928482e8304/f/UP2127-CUSA05148_00-ABSOLUTEDRIFTPS4-A0102-V0100.pkg,210MB,No,0,11969ec13d0760c773a350dae8aa227292541b58,CUSA05148_00,
3,NeuroVoider,0,No,1.02,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05150_00/4/f_40fa9128e4f3e3d551d219c2fcc709523cc9213bd41decad743a5c39c0a776cc/f/UP1309-CUSA05150_00-NEUROVOIDERPS4US-A0102-V0100.pkg,164.9MB,No,0,356d33280ca78664e631a0df9bab6c131cc32f8d,CUSA05150_00,
3,MonsterJam CRUSH IT!,0,No,1.01,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05151_00/2/f_9dfaa30aebc531a7f1ef679d3130f745d8d82fba0c03569a33ca266de5730dbe/f/UP0283-CUSA05151_00-MONSTERJAMGAME01-A0101-V0100.pkg,1.6GB,No,0,0cbb6fde109c4a1ef17f5791237ac366455f7137,CUSA05151_00,
5,,0,Yes,1.03,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05152_00/6/f_bd6e2dd81835a5de81c7ad2eaff0900d8cc110c28cc3060483c7cc1f91440e32/f/JP9000-CUSA05152_00-LASTGUARDIANJPN0-A0103-V0100.pkg,1GB,No,0,14c8c98db9d242b00a0de2d2b7bbfb10079f76af,CUSA05152_00,
3,Grow Up,0,No,1.01,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05156_00/1/f_ec4ca4d41c90c9ba45074654f1a90378b16315c35009d85762682c670b0a7570/f/UP0001-CUSA05156_00-GROWUPPS4SCEA000-A0101-V0100.pkg,306.4MB,No,0,d2cfbd246f323c97e9bad6fbe6b04a48ec1b23cd,CUSA05156_00,
3,Skylanders Imaginators,0,Yes,1.02,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05158_00/2/f_1d9e0c7318c07104fb79b194eab2881e8562334ef42c0943798751ca348bf537/f/EP0002-CUSA05158_00-SKYLANDERS2016TB-A0102-V0100.pkg,1GB,No,0,c37c02e5b566f47ade6bd05acfbe202351fb7357,CUSA05158_00,4
3,NBA 2K17: The Prelude,0,No,1.01,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05160_00/2/f_214f226bd9058a7a3eac96060b05f2f67a347aca692942d9bcf4bda77148fddd/f/UP1001-CUSA05160_00-NBA2K17000000000-A0101-V0100.pkg,122.3MB,No,0,ac206cc54e809553cf300c57e82485a697ba6f13,CUSA05160_00,
2,Valentino Rossi The Game,0,No,1.06,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05164_00/7/f_6837efb47c972ed8ad4d129fa039290782990bf023bf595d2de4f0c2a5b1b4a1/f/EP4356-CUSA05164_00-MOTOGPVR46FGAME0-A0106-V0100.pkg,1.9GB,No,0,b4a37c33faf7052de50a7605c73ce9c0f45dbeab,CUSA05164_00,
7,Air Conflicts Double Pack,0,No,1.01,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05165_00/2/f_efcd1225f39ca53e27f7f625b1219dc177b32da8efb6a9114f8337051f45c9ce/f/EP4365-CUSA05165_00-ACPCACVBUNDLE000-A0101-V0100.pkg,9.4MB,No,0,928f8d5e8478b488cc5be216bd59d0d5865bceec,CUSA05165_00,
3,Still Time,0,Yes,1.02,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05166_00/2/f_de3d78c1ee14b236f0e1fe04248e068bab0c3b75a5b76d35958a9fc783d4a6c3/f/EP2174-CUSA05166_00-STILLTIME0000000-A0102-V0100.pkg,351.2MB,No,0,e28bcb813386a1a8ac4bf2697d35f14d77bfa5fc,CUSA05166_00,
3,MonsterJam CRUSH IT!,0,No,1.01,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05167_00/2/f_9f82026990d2dd0d2ecf155d3d77b80a6eb152121fd7cb1000c9d3421a6ff515/f/EP0281-CUSA05167_00-MONSTERJAMGAME01-A0101-V0100.pkg,1.6GB,No,0,4afdf95c67471ebe7c5ee4d2a9c6e9f98976a0e6,CUSA05167_00,
3,NeuroVoider,0,No,1.02,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05168_00/4/f_fe60dfb5751f39f3650f44f0aefd909da41635d1c2fac01c5cdd39b16672a920/f/EP1302-CUSA05168_00-NEUROVOIDERPS4EU-A0102-V0100.pkg,164.9MB,No,0,3eca818c2277aa54bd0e03a0ac122fdf10eb1977,CUSA05168_00,
3,Clicker Heroes,0,Yes,1.11,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05169_00/22/f_03b34d79730e3703a023d35295b22a38e48b475b9d528a6d88da2bd167517a6d/f/EP1641-CUSA05169_00-CLICKERHEROES000-A0111-V0100.pkg,58.9MB,No,0,21aff1f12e893a85b404f1b270703678487c519d,CUSA05169_00,
3,Moto Racer 4,0,Yes,1.06,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05173_00/6/f_65046698f9b049628d9b0dc9215c2993106d982cc068290c483c296121835e36/f/UP1475-CUSA05173_00-AI201610MR400001-A0106-V0100.pkg,2GB,Yes,0,49bef8db957c89522d9d35a53ea3aaa98a5c10fb,CUSA05173_00,8
5,Volgarr the Viking,0,No,1.04,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05185_00/11/f_205fe41dc489b5c6c8762047f40e0f520fc1ce04801cf14a6c77898c0c7310cf/f/UP1523-CUSA05185_00-VOLGARRTHEVIKING-A0104-V0101.pkg,9.7MB,No,0,29539e20f1d0d1bca368af1f5d861bbfc6f8527c,CUSA05185_00,
3,Tricky Towers,0,No,1.8,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05186_00/20/f_fa02052352f1edc02bab67d0f2a9e843169f543e9443b927dec0917309d17a40/f/UP0999-CUSA05186_00-0TRICKYTOWERSPS4-A0180-V0101.pkg,302.7MB,No,0,163681f29f690c46a428641f227a16d5a57f251f,CUSA05186_00,4
5,99Vidas,0,No,1.03,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05187_00/8/f_604e05ec87f400ce291c91bd9a16eea35f807bb83ba977cd633a9c6d546c4e7f/f/UP2158-CUSA05187_00-99VIDASPS4160328-A0103-V0100.pkg,83.5MB,No,0,3837bb229198409e19e4a50efd0defca5161e9f7,CUSA05187_00,
3,AFL Evolution,0,Yes,1.03,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05190_00/4/f_d5f46f5fdaf40fd0f4771b1bf7ecd7a34ac93c3ab5bbd4fe7c8549bc2a78209d/f/UP1280-CUSA05190_00-AFL3000000000000-A0103-V0100.pkg,3.7GB,No,0,49a9173d1accdd24470890b169940da06a9cad68,CUSA05190_00,2
2,Tricky Towers,0,No,1.8,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05198_00/20/f_44be9c0b2ff66745caa907adcba4c0b5cb42456bb81eb3a38b5144f6eaa37971/f/EP0999-CUSA05198_00-0TRICKYTOWERSPS4-A0180-V0101.pkg,302.7MB,No,0,1bb7249090060994fa967ca4eb904d2dc4f93082,CUSA05198_00,4
9,PlayStation VR WORLDS,0,Yes,1.04,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05202_00/7/f_f2bcdd29fae1ba8c1a3a938a98d6680ee5ff20830f0bc01959c0e244948dfaee/f/UP9000-CUSA05202_00-EVT1100000000000-A0104-V0100.pkg,550.1MB,Yes,0,66341665002466a28ceb19ec22f60984b5450fe3,CUSA05202_00,
3,Rollercoaster Dreams,0,Yes,1.02,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05208_00/2/f_37570e06954037aeca1a914395782c9fcc2543f171b8a649fd245c4f3a6d8044/f/EP2086-CUSA05208_00-ROLLERCOASTER523-A0102-V0100.pkg,223.9MB,Yes,0,8da38a14a500e04b3519d37714d6a27b9ffc5232,CUSA05208_00,
4,Clicker Heroes,0,Yes,1.1,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05209_00/17/f_0c1e7d4102c60451a41c756e17f631b409f51c0e02303c3308b4b014a53e7e1a/f/UP1655-CUSA05209_00-CLICKERHEROES000-A0110-V0102.pkg,58.9MB,No,0,eef5460564d1067f1ade50329022d8739e20be25,CUSA05209_00,
1,WatchESPN,0,No,1.02,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05214_00/2/f_3fffebd886ae734ab668ed295c14eb2a093972c0ba06c7996b94e8c447acd8f8/f/UP8813-CUSA05214_00-WATCHESPNPS40000-A0102-V0100.pkg,100.7MB,No,0,7aaf06ae3ec820352f037596d4f0330b22b51efc,CUSA05214_00,
3,WRC 6 FIA World Rally Championship,0,Yes,1.02,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05216_00/2/f_be27a904392588da0eaf723d16f357c37adfb852f0ddee1d550257c71e0ad841/f/UP4008-CUSA05216_00-WRC6000000000000-A0102-V0100.pkg,331.8MB,No,0,59078e537fb63ae37eb4efee40e5fd42cb9db460,CUSA05216_00,8
5,TROVE,0,Yes,1.23,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05221_00/37/f_0d5d7070f88931ddceeae484779d6c0735f102401ca0bcf109012fa2bda4ff20/f/EP2025-CUSA05221_00-TRIONTROVE000000-A0123-V0100.pkg,582.3MB,No,0,f01b9ca2905eb630ede16f8748905fceeb972eb7,CUSA05221_00,8
1,HBO NOW,0,No,13,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05223_00/10/f_0812f976384269195e55f32be4d70ed80394a87b8f969489fe2f7279364be212/f/UP2084-CUSA05223_00-HBONOWPS40000000-A1300-V0100.pkg,108.8MB,No,0,d50e8cd2a58e0e7d2647bd9be7ec823690f0c78d,CUSA05223_00,
7,Jazzpunk: Director's Cut,0,No,1.01,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05228_00/1/f_3c499a42583a2aa81d4f5b9b52d8e3281e3e96bc1c4c6b173155998e426835b8/f/EP0459-CUSA05228_00-JAZZPUNK00000001-A0101-V0100.pkg,2.1GB,No,0,21042b7c1c3c3e23dec6a5acd3f4fee5d1e9f045,CUSA05228_00,
3,UNO,0,No,1.04,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05229_00/4/f_056d409a235c55a51e97253104b38a9666758409212b8e0df2b7f3806da79f6b/f/JP0001-CUSA05229_00-UBISOFTUNOFULL00-A0104-V0100.pkg,1.9GB,No,0,e7baca2bf354c0a976514ac2822961a4aae3060c,CUSA05229_00,4
3,Valentino Rossi The Game,0,No,1.06,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05234_00/7/f_407be7f57563bf1f12bb237125677babdc3697e59ecb27102e498445a892d921/f/UP1981-CUSA05234_00-MOTOGPVR46FGAME0-A0106-V0100.pkg,1.9GB,No,0,13e0aa3663fad486b87cd17a18d9ef762c7ef650,CUSA05234_00,
4,Rollercoaster Dreams,0,Yes,1.02,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05238_00/2/f_124bcfc92a1d628ad7197639049695f07131cb9ea3b6f08c383dd59c4f99356e/f/UP0063-CUSA05238_00-ROLLERCOASTER523-A0102-V0100.pkg,223.9MB,Yes,0,48196d8eeff120f5255f4ba27064bb1eeff08d3c,CUSA05238_00,
4,Neighborhorde,0,Yes,1.01,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05240_00/3/f_2f04cf7554b699b28a6b2f895ac7d700e33eb3b9c3325c38637a90514945560b/f/UP2298-CUSA05240_00-NEIGHBORHORDE000-A0101-V0100.pkg,79.4MB,No,0,6b0b0820f4f3c8a414f4f319f060898e928be55e,CUSA05240_00,
9,Battlefield 1 Open Beta,0,No,1.01,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05244_00/1/f_7f2c531d4adb5732cb93789ee16229237540b59b2ab2d587b002c988784baea3/f/EP0006-CUSA05244_00-TBETA00000000000-A0101-V0100.pkg,134.5MB,No,0,61a6c1b884eb7899a180f6c7db08824aeec0bb7d,CUSA05244_00,
2,DUCATI  90th Anniversary,0,No,1.01,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05245_00/1/f_7a2074b701e607e558fe8c539e2edb3135a846838683a4c78ec67f8c57164f77/f/EP4356-CUSA05245_00-DUCATIFULLGAME00-A0101-V0100.pkg,197.1MB,No,0,7dc24ce80ff22ac985a80966d80480ce0ac0735b,CUSA05245_00,
5,MALICIOUS FALLEN,0,Yes,1.04,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05247_00/12/f_66709e3ce9a7e008721413b0f371379417fe7b3d2a79d5a3cdd853ef08f96a2c/f/JP0015-CUSA05247_00-MALICIOUSFALLEN0-A0104-V0100.pkg,221.6MB,No,0,1b7e2df1fdefb22460a1b0d384c4ac65e41ea8f3,CUSA05247_00,
3,,0,Yes,1.01,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05249_00/1/f_2cacee422ea9faae629085da6ce63b055e52c1139e4f21c2f0480f8d0a56aaa0/f/JP0704-CUSA05249_00-0000000000000001-A0101-V0100.pkg,15.9MB,No,0,3933e24dc60000c78bebbf9f843a8074d6084d0f,CUSA05249_00,
5,Jazzpunk: Director's Cut,0,No,1.01,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05252_00/3/f_29e031db6f8393016c678706dbad0a361a21f3daa9e24159d9690c5e620f3aef/f/UP0462-CUSA05252_00-JAZZPUNK00000001-A0101-V0100.pkg,2.2GB,No,0,4916d3f47189f9a0f20ced0fb5b0a18609f198a6,CUSA05252_00,
4,YamaYama,0,Yes,1.01,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05253_00/2/f_527a7934260e0a071cc54c477eca791058fb29292d7d079ad2d9f81d0c468b46/f/UP2144-CUSA05253_00-YAMAYAMAGAMEPS4A-A0101-V0101.pkg,160.9MB,No,0,2ec669b441f865c1808afeaea41d7a53c689e04b,CUSA05253_00,4
5,Darkest Dungeon,0,No,1.14,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05254_00/17/f_c6e86171f2a320e9e28bd1ad9d7186b087f551efae164fafe0a315acd19a77c8/f/UP2619-CUSA05254_00-RHSDDPS400000001-A0114-V0100.pkg,885MB,No,0,f5e8933c7f7fdecbb70d2c1791fd0f8867f9bd40,CUSA05254_00,
4,Dungeon Punks,0,No,1.02,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05255_00/2/f_f35ab911d7b12713d69a7e68a7329ac3f4cd25b754baefc325c97020ddeb6dcd/f/UP0873-CUSA05255_00-DUNGEONPUNKS0001-A0102-V0100.pkg,128.3MB,No,0,0d6fae3d4d78030603d7e0873f45f46fd9b9db40,CUSA05255_00,
7,Odin Sphere Leifthrasir,0,No,1.01,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05262_00/1/f_5c7493272fbf14942e667605c4e4e76ffc78cb62ab876c8b6dc2a595d70ece1c/f/EP1063-CUSA05262_00-ODINSPHERELE0000-A0101-V0100.pkg,149.8MB,No,0,99c6470cdf6174e81dd78c221fb41a2836e0ce18,CUSA05262_00,
3,RIGS Machine Combat League,0,Yes,1.07,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05263_00/14/f_22e0c76656d4ba6234d41423a50058191225e3ac380ce40e60639ab96e5d9d4a/f/JP9000-CUSA05263_00-RIGS000000000000-A0107-V0100.pkg,3GB,Yes,0,365636d7860e8264eef98f620b4ed183d949cf03,CUSA05263_00,6
5,Warlocks vs Shadows,0,Yes,1.01,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05267_00/1/f_c910348f6494d9c172c0a74177047c5c2101630d1e595b3d33813a1a24db17c2/f/UP4370-CUSA05267_00-WARLOCKSVSSHADOW-A0101-V0100.pkg,65.8MB,No,0,7dbd340233c7217ecd892784f6f25a838d9dd67d,CUSA05267_00,
3,Four Sided Fantasy,0,No,1.04,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05269_00/11/f_ea77dd3b40c2f2f3632ed1ebd800063fc966b989a294023d3e8a4e25ce2da828/f/UP0604-CUSA05269_00-FOURSIDEDFANTASY-A0104-V0100.pkg,539.8MB,No,0,d68e73c9ce244a78dae78288ae2295f0f7d72480,CUSA05269_00,
5,RIGS Mechanized Combat League,0,Yes,1.07,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05271_00/14/f_371b5b38a99f173ee65356db59a827903de80174ac917d337b867ca24ff2bfff/f/HP9000-CUSA05271_00-RIGS000000000000-A0107-V0100.pkg,3.1GB,Yes,0,796cfc68b3c628edc0ad6293080a4728d27417b6,CUSA05271_00,6
7,Re: - DEATH OR KISS -,0,Yes,1.01,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05273_00/2/f_b04e32da95feab83b7ce820e44258ce38f9f1e54942324cbb5d879dd80d75c04/f/JP0745-CUSA05273_00-REZEROPS40000000-A0101-V0102.pkg,52.2MB,No,0,10508b172dd3b0eb55c0654659c8db46ae6a77cc,CUSA05273_00,
9,Darksiders Warmastered Edition,0,Yes,1.01,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05275_00/1/f_1f88a99499e15bbb6ae1df62d35dd5fc3e9c20ca40497040bf9f05e62c4c3142/f/EP4389-CUSA05275_00-DARKSIDERSDEEU01-A0101-V0100.pkg,475.1MB,No,0,5792bcfbcdaf13d56493088592afbff89ed64605,CUSA05275_00,
2,WRC 6 FIA World Rally Championship,0,Yes,1.03,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05277_00/3/f_7b7ca73353d5f3a61b3deea88614655363fbf505dac4a4124676867d6ac48f8b/f/EP4008-CUSA05277_00-WRC6000000000000-A0103-V0100.pkg,333.3MB,No,0,55c65e79be74d28e107a8eb585f360b9f7e693d8,CUSA05277_00,8
3,Werewolves Within,0,No,1.04,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05287_00/7/f_e61296e6162d6efdd956f701e2e0d85b9cecf12fbaa72a45e925b4c383447ec1/f/EP0001-CUSA05287_00-WEREWOLVSWTHIN01-A0104-V0100.pkg,555.9MB,Yes,0,b185c529bd80395bebb155415c8383fef6f27ee5,CUSA05287_00,8
3,PaRappa The Rapper Remastered,0,Yes,1.02,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05289_00/2/f_71056e05a5ad0ab7341208110f65075ede64b5f4719be744bb4165605791723a/f/UP9000-CUSA05289_00-UCUS987020000001-A0102-V0100.pkg,348.7MB,No,0,7cf44c6ce5871c7917a5539ddd9b1d57c0bfe6b6,CUSA05289_00,
3,DiadraEmpty,0,Yes,1.02,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05290_00/4/f_67b63f1c2d0c365cd2720bfdf03fe9737a37674baf4c8ec4e51a5b20bd68566a/f/JP0704-CUSA05290_00-DIADRAEMPTY00000-A0102-V0101.pkg,23.5MB,No,0,78fa1a0f9838d92f64355fa507493e5c4297e623,CUSA05290_00,
9,INSIDE,0,No,1.01,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05297_00/3/f_44f9476934789846300c1c67cbb6d6e8bd8407bb5260f2ede68b41f7a5c6660b/f/UP2054-CUSA05297_00-INSIDE0000000000-A0101-V0100.pkg,1.3GB,No,0,655e75c3dd640b9049e3af18cb61972ec5911f62,CUSA05297_00,
5,Hand of Fate 2,0,Yes,1.04,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05304_00/6/f_836615d06446eb55de5709416bf323c8839ec7a4f0b319a2121053fc6b373ac1/f/UP2182-CUSA05304_00-0000000000000000-A0104-V0100.pkg,2.3GB,No,0,20330513a3d2589f4d1bd56ede49edca3036b65c,CUSA05304_00,
7,Onigiri,0,No,1.11,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05309_00/11/f_2e492c3ad2835f2736d245a1e7a3535ef3f52900485833aeb6eeda9446fd1c03/f/EP2390-CUSA05309_00-CYBERSTEP0000001-A0111-V0100.pkg,3.1GB,No,0,566b85f90b54a909a1645291a7db502229732b05,CUSA05309_00,
3,Valentino Rossi The Game,0,No,1.02,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05311_00/2/f_5095a020af95851883ee5c76ca9554f5ab127a3a79f2034259d9e4ae8617951f/f/JP0075-CUSA05311_00-MOTOGPVR46FGAME0-A0102-V0100.pkg,1.1GB,No,0,3ab40992f9b740f1f6903fa005551cc0e0e07887,CUSA05311_00,
3,DUCATI  90th Anniversary,0,No,1.01,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05312_00/1/f_050995faea6b91e6a7d8b19ba2553e1d34336e03e45e72ac8f3aef80ced8691e/f/UP1981-CUSA05312_00-DUCATIFULLGAME00-A0101-V0100.pkg,197.1MB,No,0,235d73e5101445a573a3cd2d0dff1ab1493cd556,CUSA05312_00,
7,V,0,Yes,1.03,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05317_00/4/f_9502aa50ae1de1c1e453ad09792475da975837e5a2a7dda9bd31077cde7ef22b/f/JP0700-CUSA05317_00-EST001P4SRWJP000-A0103-V0100.pkg,35.8MB,No,0,8e6551158313962279c670cc0d0caf0942f4a883,CUSA05317_00,
3,Werewolves Within,0,No,1.04,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05323_00/7/f_db305807f324311d6b6383fa3c71baa5b31c07c2528ffcd22d7015205488a521/f/UP0001-CUSA05323_00-WEREWOLVSWTHIN01-A0104-V0100.pkg,555.9MB,Yes,0,80aa8a38b1cad6e667de8a520589cf95799c81e8,CUSA05323_00,8
3,Flywrench,0,No,1.01,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05326_00/1/f_efc4c32ea59d012bf21c538d82e4cebdd82f001063ec79dc03ebe30783ab1bd4/f/UP2143-CUSA05326_00-FLYWRENCHGAMEPS4-A0101-V0100.pkg,49.2MB,No,0,213a68405e8ffb0b65dbcdb0d4b57489c784d177,CUSA05326_00,
5,Hand of Fate 2,0,Yes,1.04,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05329_00/7/f_cb34e583c7479e27ef43e34deb815ce1afe42a64edca4f23141f8801b28b9f62/f/EP2182-CUSA05329_00-0000000000000000-A0104-V0100.pkg,2.3GB,No,0,e17b103d32ebb356906ce0f4fe120bc7ea1678d7,CUSA05329_00,
3,Brawlhalla,0,Yes,1.46,http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA05330_00/53/f_07a7ebbe2c3d9f37ae956bb12d820c222571e89f6a7ab895fab99eda5b4dfb38/f/EP0953-CUSA05330_00-BRAWLHALLAEUROPE-A0146-V0100.pkg,265.4MB,No,0,1f37fe4ddab3fb06277235af3dc6368fe08de93b,CUSA05330_00,
